625,0,235,377,959,681
626,0,235,378,956,681
626,1,235,379,959,681
625,0,235,379,954,681
626,0,236,365,959,680
625,0,232,366,959,681
626,1,234,376,954,680
626,0,238,378,1000,679
626,0,237,343,959,680
625,1,229,379,954,679
626,0,229,343,954,679
626,0,241,381,959,679
626,0,229,368,918,679
626,1,237,346,943,680
626,0,242,380,917,679
626,0,229,344,920,680
626,0,241,382,947,679
626,0,238,345,957,680
626,1,242,372,947,679
626,0,241,383,962,679
626,0,241,387,963,679
627,1,230,384,962,680
626,0,230,388,967,679
626,0,239,384,967,679
626,0,242,347,1023,678
626,1,230,389,945,678
626,1,242,389,920,679
626,1,242,349,958,679
626,0,243,386,921,679
626,0,230,349,959,678
626,1,231,350,922,678
627,1,243,350,959,679
626,1,231,350,921,678
626,0,243,388,946,677
627,0,240,388,959,677
627,0,231,389,922,678
627,0,240,394,947,678
627,0,243,379,946,678
627,0,232,353,923,677
627,1,244,394,947,677
627,1,243,353,959,677
627,1,244,392,947,677
627,0,243,392,965,678
627,1,243,392,924,677
627,0,241,381,964,677
627,0,232,393,961,677
626,1,232,356,924,677
627,0,241,356,961,677
627,0,232,398,961,677
627,0,242,398,961,677
627,0,246,385,949,677
627,1,244,395,965,677
627,0,242,400,961,677
627,0,233,400,962,677
627,0,246,401,926,676
627,0,245,401,927,676
627,1,233,387,967,676
627,0,233,398,966,676
627,0,246,388,950,676
627,0,233,388,927,677
627,0,242,361,963,677
628,0,243,361,950,676
627,0,247,362,963,676
627,0,247,363,967,676
627,1,234,390,950,677
627,0,243,401,967,677
627,0,234,405,963,676
628,0,234,406,929,677
628,0,247,364,967,679
628,0,234,365,929,678
628,0,246,407,964,678
627,0,247,392,964,678
628,1,246,408,964,679
628,1,246,366,952,679
628,1,247,404,965,679
628,0,244,404,953,679
628,0,244,393,952,679
628,0,248,405,966,679
628,1,235,410,969,680
627,1,236,368,966,679
628,1,248,410,932,679
628,0,248,411,967,678
628,1,248,369,955,679
628,0,236,369,967,678
628,1,247,412,932,677
628,0,236,370,933,677
628,1,249,409,954,678
628,1,245,370,967,678
627,0,248,399,933,677
628,0,245,371,967,677
628,0,245,399,955,677
627,0,248,372,971,677
628,0,245,410,955,677
628,0,248,415,956,676
629,0,249,400,971,676
628,0,248,401,935,676
628,1,249,416,935,676
628,1,236,374,935,677
628,0,245,416,956,675
628,0,237,413,935,675
628,0,249,402,956,676
628,1,250,414,936,675
628,0,246,418,935,675
628,1,249,419,936,675
629,1,237,404,973,676
628,0,247,418,969,676
628,1,249,419,969,675
629,0,237,405,974,675
629,0,251,377,937,675
629,0,251,416,937,675
629,0,246,379,969,675
628,0,247,379,958,675
628,0,247,379,975,673
629,0,238,407,974,674
628,0,250,380,938,673
628,0,238,407,938,673
628,1,248,418,938,674
629,0,248,407,971,674
628,0,239,409,974,674
629,0,252,381,975,674
628,1,250,420,975,674
628,1,252,420,939,674
629,0,252,421,974,674
629,1,239,425,971,673
629,0,251,410,975,673
628,1,248,421,960,674
629,0,239,426,959,674
630,0,239,411,959,673
629,1,252,426,940,673
629,0,251,423,975,673
629,0,253,427,975,673
629,1,253,428,960,673
629,0,249,428,941,673
629,0,253,385,961,672
629,1,239,413,972,673
629,0,252,386,972,673
629,1,249,386,972,672
629,0,250,387,941,672
629,0,240,415,943,672
629,1,253,415,961,673
629,1,253,430,972,673
629,0,240,388,942,673
629,1,254,432,962,672
630,0,250,427,977,672
629,1,250,416,961,672
629,0,250,427,942,672
630,1,254,389,943,672
629,1,255,428,962,672
629,0,253,418,976,671
629,0,255,418,962,671
629,0,241,419,978,671
629,0,251,391,962,671
629,0,254,419,963,672
629,0,255,392,979,671
629,1,251,431,945,671
630,0,241,431,946,671
630,0,256,432,964,671
629,1,256,394,976,670
629,1,255,422,977,671
629,1,255,422,947,670
630,0,252,434,966,671
629,0,255,434,948,670
630,1,256,438,966,670
630,0,256,395,966,671
630,0,255,439,981,670
629,0,257,424,981,670
630,0,250,424,980,670
630,0,252,440,981,669
630,0,243,441,981,669
629,0,243,426,949,669
630,0,253,425,978,669
630,0,256,441,949,669
630,0,257,442,949,669
630,1,256,426,949,669
629,0,244,439,950,669
630,0,257,439,949,670
630,0,253,439,950,669
631,0,253,443,950,669
630,1,244,401,980,668
630,0,245,440,981,668
631,0,258,440,951,668
630,0,254,402,983,668
631,0,259,441,968,668
631,1,258,430,983,668
630,0,258,446,951,667
631,0,255,430,968,669
631,1,255,403,983,668
630,1,254,431,968,669
630,0,259,432,968,668
630,1,259,447,979,668
631,0,245,404,979,668
631,0,255,405,983,668
631,0,259,433,983,669
630,1,256,406,983,668
630,0,255,449,952,668
631,0,245,406,968,668
631,1,259,449,969,668
631,1,246,407,952,668
631,0,259,435,983,668
631,0,246,451,980,668
631,1,256,446,970,668
631,0,256,435,968,668
631,1,256,409,983,668
631,0,259,436,969,668
631,1,256,409,984,668
630,0,260,410,980,668
631,1,260,452,971,668
631,1,257,437,985,668
631,0,260,438,985,668
632,1,260,449,954,668
631,0,255,411,954,668
631,1,247,411,954,668
632,0,260,450,985,668
632,0,247,455,982,668
631,0,256,455,971,667
631,1,262,455,955,668
632,0,262,456,972,667
632,0,247,414,972,667
631,1,248,456,985,667
631,0,262,456,985,667
632,0,248,442,956,668
632,0,259,441,956,666
632,1,258,453,955,667
632,0,259,454,955,667
632,0,259,442,956,668
632,1,264,416,972,667
631,1,248,459,982,666
632,1,259,443,972,667
631,0,249,459,957,667
632,0,259,460,956,666
632,0,264,445,972,667
632,0,249,456,986,667
632,0,264,456,972,667
632,0,264,445,986,667
632,1,264,457,986,667
632,0,265,419,973,666
632,1,263,419,986,666
632,0,263,461,972,666
632,1,250,462,983,666
632,0,261,419,957,666
632,0,250,448,983,665
632,0,250,447,983,666
632,0,263,421,973,666
632,0,260,448,986,666
632,1,261,463,986,666
632,0,250,464,958,666
632,0,250,460,972,666
632,0,264,449,986,666
632,0,261,461,984,666
632,0,261,422,973,666
633,0,261,460,959,665
632,0,265,450,988,665
633,0,266,451,988,665
633,0,261,449,974,666
633,0,251,467,984,665
633,1,266,467,960,665
633,0,267,424,985,665
632,0,251,463,987,665
633,0,262,467,961,665
633,1,262,452,988,665
633,1,265,425,961,665
633,1,268,464,989,665
633,0,252,426,961,665
633,1,267,465,961,664
633,0,266,454,961,664
633,0,263,454,986,665
633,0,267,455,989,664
633,1,252,466,962,665
633,0,264,471,963,664
633,0,267,456,976,664
632,0,269,471,977,664
633,0,253,468,977,664
633,0,254,468,977,664
633,1,264,429,987,664
633,0,268,457,964,664
633,0,270,473,978,664
633,1,268,430,964,663
633,1,269,431,988,664
634,1,268,458,978,664
634,0,265,431,987,664
633,0,265,470,979,664
633,0,265,471,989,663
633,0,268,475,988,663
633,0,270,475,991,664
633,0,269,433,988,662
633,0,265,460,987,663
633,1,270,476,965,662
633,1,255,433,979,663
634,0,255,434,988,662
633,0,265,477,988,663
634,0,255,473,988,663
633,0,271,434,989,663
633,0,270,461,965,663
634,1,269,462,965,663
634,1,271,478,991,662
634,0,255,478,988,663
634,1,266,434,991,662
